Fecha,Tweet
2/27/2023,1
2/27/2023,1
2/27/2023,1
2/27/2023,1
2/28/2023,1
2/28/2023,1
2/28/2023,1
2/28/2023,1
03/01/2023,1
03/02/2023,1
03/02/2023,1
03/02/2023,1
03/03/2023,1
03/03/2023,1
03/03/2023,1
03/03/2023,1
03/03/2023,1
03/04/2023,1
03/04/2023,1
03/06/2023,1
03/06/2023,1
03/07/2023,1
03/07/2023,1
03/07/2023,1
03/08/2023,1
03/08/2023,1
03/08/2023,1
03/08/2023,1
03/08/2023,1
03/08/2023,1
03/09/2023,1
03/09/2023,1
03/09/2023,1
03/09/2023,1
03/10/2023,1
03/11/2023,1
03/12/2023,1
03/12/2023,1
03/12/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/13/2023,1
3/14/2023,1
3/14/2023,1
3/14/2023,1
3/14/2023,1
3/15/2023,1
3/15/2023,1
3/15/2023,1
3/15/2023,1
3/15/2023,1
3/15/2023,1
3/16/2023,1
3/16/2023,1
3/16/2023,1
3/16/2023,1
3/16/2023,1
3/16/2023,1
3/17/2023,1
3/17/2023,1
3/17/2023,1
3/17/2023,1
3/17/2023,1
3/18/2023,1
3/19/2023,1
3/21/2023,1
3/22/2023,1
3/22/2023,1
3/23/2023,1
3/23/2023,1
3/23/2023,1
3/24/2023,1
3/24/2023,1
3/24/2023,1
3/24/2023,1
3/24/2023,1
3/24/2023,1
3/25/2023,1
3/25/2023,1
3/26/2023,1
3/26/2023,1
3/26/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/28/2023,1
3/29/2023,1
3/29/2023,1
3/29/2023,1
3/29/2023,1
3/29/2023,1
3/29/2023,1
3/29/2023,1
3/30/2023,1
3/30/2023,1
3/31/2023,1
3/31/2023,1
3/31/2023,1
04/01/2023,1
04/01/2023,1
04/03/2023,1
04/03/2023,1
04/03/2023,1
04/03/2023,1
04/04/2023,1
04/06/2023,1
04/06/2023,1
04/08/2023,1
04/08/2023,1
04/11/2023,1
04/11/2023,1
4/13/2023,1
4/13/2023,1
4/14/2023,1
4/14/2023,1
4/14/2023,1
4/15/2023,1
4/15/2023,1
4/17/2023,1
4/18/2023,1
4/19/2023,1
4/19/2023,1
4/19/2023,1
4/19/2023,1
05/12/2023,1
05/12/2023,1
05/12/2023,1
05/12/2023,1
05/12/2023,1
5/13/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/15/2023,1
5/16/2023,1
5/16/2023,1
5/16/2023,1
5/16/2023,1
5/16/2023,1
5/16/2023,1
5/16/2023,1
5/17/2023,1
5/17/2023,1
5/17/2023,1
5/17/2023,1
5/18/2023,1
5/18/2023,1
5/19/2023,1
5/19/2023,1
5/19/2023,1
5/20/2023,1
5/21/2023,1
5/21/2023,1
5/22/2023,1
5/22/2023,1
5/22/2023,1
5/23/2023,1
5/23/2023,1
5/23/2023,1
5/24/2023,1
5/24/2023,1
5/24/2023,1
5/25/2023,1
5/25/2023,1
5/27/2023,1
5/27/2023,1
5/27/2023,1
5/29/2023,1
5/29/2023,1
5/29/2023,1
5/30/2023,1
5/30/2023,1
5/30/2023,1
5/31/2023,1
5/31/2023,1
5/31/2023,1
06/01/2023,1
06/01/2023,1
06/01/2023,1
06/02/2023,1
06/02/2023,1
06/02/2023,1
06/02/2023,1
06/03/2023,1
06/03/2023,1
06/03/2023,1
06/03/2023,1
06/03/2023,1
06/05/2023,1
06/05/2023,1
06/05/2023,1
06/06/2023,1
06/07/2023,1
06/07/2023,1
06/08/2023,1
06/10/2023,1
06/12/2023,1
6/13/2023,1
6/15/2023,1
6/15/2023,1
6/16/2023,1
6/16/2023,1
6/17/2023,1
6/18/2023,1
6/19/2023,1
6/19/2023,1
6/19/2023,1
6/19/2023,1
6/20/2023,1
6/20/2023,1
6/20/2023,1
6/20/2023,1
6/20/2023,1
6/21/2023,1
6/21/2023,1
6/21/2023,1
6/21/2023,1
6/21/2023,1
6/22/2023,1
6/22/2023,1
6/22/2023,1
6/23/2023,1
6/24/2023,1
6/27/2023,1
6/28/2023,1
6/28/2023,1
6/28/2023,1
6/28/2023,1
6/29/2023,1
6/29/2023,1
6/30/2023,1
6/30/2023,1
07/01/2023,1
07/02/2023,1
07/03/2023,1
07/04/2023,1
07/04/2023,1
07/04/2023,1
07/04/2023,1
07/04/2023,1
07/04/2023,1
07/05/2023,1
07/06/2023,1
07/06/2023,1
07/06/2023,1
07/06/2023,1
07/07/2023,1
07/07/2023,1
07/08/2023,1
07/09/2023,1
07/10/2023,1
07/11/2023,1
07/11/2023,1
07/11/2023,1
07/11/2023,1
7/13/2023,1
7/13/2023,1
7/14/2023,1
7/14/2023,1
7/14/2023,1
7/15/2023,1
7/15/2023,1
7/15/2023,1
7/16/2023,1
7/17/2023,1
7/18/2023,1
7/18/2023,1
7/18/2023,1
7/18/2023,1
7/19/2023,1
7/19/2023,1
7/19/2023,1
7/19/2023,1
7/21/2023,1
7/21/2023,1
7/21/2023,1
7/22/2023,1
7/22/2023,1
7/23/2023,1
7/23/2023,1
7/23/2023,1
7/24/2023,1
7/24/2023,1
7/27/2023,1
7/28/2023,1
7/28/2023,1
7/28/2023,1
7/29/2023,1
7/29/2023,1
7/30/2023,1
08/01/2023,1
08/01/2023,1
08/01/2023,1
08/01/2023,1
08/02/2023,1
08/02/2023,1
08/04/2023,1
08/04/2023,1
08/05/2023,1
08/05/2023,1
08/05/2023,1
08/06/2023,1
08/07/2023,1
08/07/2023,1
08/08/2023,1
08/09/2023,1
08/09/2023,1
08/10/2023,1
08/12/2023,1
08/12/2023,1
8/15/2023,1
8/18/2023,1
8/18/2023,1
8/19/2023,1
8/22/2023,1
8/23/2023,1
8/25/2023,1
8/25/2023,1
8/28/2023,1
8/28/2023,1
8/30/2023,1
8/31/2023,1
09/01/2023,1
09/01/2023,1
09/01/2023,1
09/04/2023,1
09/05/2023,1
09/05/2023,1
09/05/2023,1
09/05/2023,1
09/10/2023,1
09/12/2023,1
09/12/2023,1
9/13/2023,1
9/13/2023,1
9/13/2023,1
9/13/2023,1
9/14/2023,1
9/14/2023,1
9/15/2023,1
9/15/2023,1
9/16/2023,1
9/16/2023,1
9/16/2023,1
9/16/2023,1
9/16/2023,1
9/16/2023,1
9/17/2023,1
9/17/2023,1
9/18/2023,1
9/18/2023,1
9/19/2023,1
9/19/2023,1
9/19/2023,1
9/19/2023,1
9/19/2023,1
9/19/2023,1
9/20/2023,1
9/20/2023,1
9/20/2023,1
9/20/2023,1
9/22/2023,1
9/23/2023,1
9/24/2023,1
9/26/2023,1
9/26/2023,1
9/26/2023,1
9/27/2023,1
9/28/2023,1
9/30/2023,1
10/02/2023,1
10/03/2023,1
10/03/2023,1
10/05/2023,1
10/06/2023,1
10/11/2023,1
10/12/2023,1
10/13/2023,1
10/13/2023,1
10/14/2023,1
10/14/2023,1
10/16/2023,1
10/17/2023,1
10/18/2023,1
10/19/2023,1
10/20/2023,1
10/21/2023,1
10/21/2023,1
10/22/2023,1
10/23/2023,1
10/23/2023,1
10/23/2023,1
10/24/2023,1
10/24/2023,1
10/24/2023,1
10/25/2023,1
10/25/2023,1
10/25/2023,1
10/25/2023,1
10/25/2023,1
10/26/2023,1
10/26/2023,1
10/26/2023,1
10/27/2023,1
10/27/2023,1
10/27/2023,1
10/27/2023,1
10/27/2023,1
10/27/2023,1
10/27/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/28/2023,1
10/29/2023,1
10/30/2023,1
10/30/2023,1
10/30/2023,1
10/30/2023,1
10/30/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
10/31/2023,1
11/01/2023,1
11/01/2023,1
11/02/2023,1
11/02/2023,1
11/02/2023,1
11/02/2023,1
11/02/2023,1
11/02/2023,1
11/03/2023,1
11/03/2023,1
11/03/2023,1
11/03/2023,1
11/04/2023,1
11/07/2023,1
11/08/2023,1
11/08/2023,1
11/08/2023,1
11/08/2023,1
11/09/2023,1
11/09/2023,1
11/10/2023,1
11/10/2023,1
11/10/2023,1
11/10/2023,1
11/11/2023,1
11/14/2023,1
11/14/2023,1
11/14/2023,1
11/16/2023,1
11/17/2023,1
11/18/2023,1
11/21/2023,1
11/23/2023,1
11/25/2023,1
11/25/2023,1
11/25/2023,1
11/25/2023,1
11/25/2023,1
11/25/2023,1
11/25/2023,1
11/26/2023,1
11/26/2023,1
11/27/2023,1
11/27/2023,1
11/28/2023,1
11/29/2023,1
11/30/2023,1
12/01/2023,1
12/01/2023,1
12/01/2023,1
12/02/2023,1
12/02/2023,1
12/05/2023,1
12/07/2023,1
12/07/2023,1
12/09/2023,1
12/09/2023,1
12/14/2023,1
12/14/2023,1
12/14/2023,1
12/14/2023,1
12/15/2023,1
12/17/2023,1
12/17/2023,1
12/18/2023,1
12/19/2023,1
12/22/2023,1
12/22/2023,1
12/22/2023,1
12/22/2023,1
12/27/2023,1
12/28/2023,1
12/30/2023,1
01/01/2024,1
01/01/2024,1
01/02/2024,1
01/04/2024,1
01/04/2024,1
01/04/2024,1
01/05/2024,1
01/07/2024,1
01/07/2024,1
01/08/2024,1
01/09/2024,1
01/09/2024,1
01/10/2024,1
01/10/2024,1
01/11/2024,1
1/13/2024,1
1/14/2024,1
1/15/2024,1
1/16/2024,1
1/17/2024,1
1/17/2024,1
1/17/2024,1
1/17/2024,1
1/17/2024,1
1/18/2024,1
1/19/2024,1
1/19/2024,1
1/21/2024,1
1/21/2024,1
1/21/2024,1
1/21/2024,1
1/21/2024,1
1/22/2024,1
1/22/2024,1
1/22/2024,1
1/22/2024,1
1/23/2024,1
1/25/2024,1
1/26/2024,1
1/26/2024,1
1/29/2024,1
1/29/2024,1
1/30/2024,1
02/01/2024,1
02/01/2024,1
02/02/2024,1
02/06/2024,1
02/07/2024,1
02/08/2024,1
02/08/2024,1
02/08/2024,1
02/08/2024,1
02/09/2024,1
02/10/2024,1
02/11/2024,1
02/12/2024,1
02/12/2024,1
02/12/2024,1
2/13/2024,1
2/13/2024,1
2/13/2024,1
2/19/2024,1
2/20/2024,1
2/21/2024,1
2/22/2024,1
2/29/2024,1
03/01/2024,1
03/01/2024,1
03/01/2024,1
03/02/2024,1
03/06/2024,1
03/06/2024,1
03/08/2024,1
3/13/2024,1
3/13/2024,1
3/15/2024,1
3/16/2024,1
3/18/2024,1
3/18/2024,1
3/19/2024,1
3/22/2024,1
3/23/2024,1
3/26/2024,1
3/27/2024,1
3/27/2024,1
3/28/2024,1
3/28/2024,1
3/28/2024,1
3/30/2024,1
3/30/2024,1
3/31/2024,1
3/31/2024,1
04/04/2024,1
04/04/2024,1
04/05/2024,1
04/07/2024,1
04/10/2024,1
04/10/2024,1
04/10/2024,1
04/12/2024,1
4/15/2024,1
4/16/2024,1
4/17/2024,1
4/18/2024,1
4/18/2024,1
4/18/2024,1
4/21/2024,1
4/23/2024,1
4/23/2024,1
4/25/2024,1
4/26/2024,1
